,TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_TIME_SECONDS,TX_TIME_DAYS
3916891,3916891,2023-07-08 10:26:46,3477,1671,31,13602406,157
3916890,3916890,2023-07-08 10:26:46,2870,2186,37,13602406,157
3916888,3916888,2023-07-08 10:26:46,3375,7143,55,13602406,157
3916889,3916889,2023-07-08 10:26:46,2709,3617,37,13602406,157
3916892,3916892,2023-07-08 10:26:47,2239,5219,21,13602407,157
3916893,3916893,2023-07-08 10:26:47,1497,6538,50,13602407,157
3916894,3916894,2023-07-08 10:26:48,1802,6793,90,13602408,157
3916895,3916895,2023-07-08 10:26:50,4570,7329,99,13602410,157
3916896,3916896,2023-07-08 10:26:51,3971,6995,53,13602411,157
3916897,3916897,2023-07-08 10:26:52,4721,181,86,13602412,157
3916898,3916898,2023-07-08 10:26:53,3294,2164,36,13602413,157
3916899,3916899,2023-07-08 10:26:53,303,3438,6,13602413,157
3916900,3916900,2023-07-08 10:26:54,2866,2960,37,13602414,157
3916901,3916901,2023-07-08 10:26:59,2012,4233,27,13602419,157
3916902,3916902,2023-07-08 10:27:02,2999,5528,19,13602422,157
3916903,3916903,2023-07-08 10:27:02,2638,8981,7,13602422,157
3916904,3916904,2023-07-08 10:27:02,881,4778,13,13602422,157
3916905,3916905,2023-07-08 10:27:04,1751,3659,63,13602424,157
3916906,3916906,2023-07-08 10:27:05,4914,555,85,13602425,157
3916907,3916907,2023-07-08 10:27:05,1069,4197,57,13602425,157
3916908,3916908,2023-07-08 10:27:06,285,872,96,13602426,157
3916909,3916909,2023-07-08 10:27:07,3151,9987,76,13602427,157
3916910,3916910,2023-07-08 10:27:08,660,4341,81,13602428,157
3916911,3916911,2023-07-08 10:27:10,4318,7309,74,13602430,157
3916912,3916912,2023-07-08 10:27:13,3220,7917,11,13602433,157
3916913,3916913,2023-07-08 10:27:16,2932,2447,5,13602436,157
3916914,3916914,2023-07-08 10:27:17,896,8899,21,13602437,157
3916915,3916915,2023-07-08 10:27:19,950,4251,46,13602439,157
3916916,3916916,2023-07-08 10:27:22,577,4139,25,13602442,157
3916917,3916917,2023-07-08 10:27:22,551,2819,44,13602442,157
3916918,3916918,2023-07-08 10:27:23,158,7058,61,13602443,157
3916919,3916919,2023-07-08 10:27:26,28,4177,33,13602446,157
3916920,3916920,2023-07-08 10:27:27,1084,6215,85,13602447,157
3916921,3916921,2023-07-08 10:27:28,3213,9675,41,13602448,157
3916922,3916922,2023-07-08 10:27:28,103,9181,8,13602448,157
3916924,3916924,2023-07-08 10:27:29,2722,6750,11,13602449,157
3916923,3916923,2023-07-08 10:27:29,832,3573,75,13602449,157
3916925,3916925,2023-07-08 10:27:30,1000,3774,78,13602450,157
3916926,3916926,2023-07-08 10:27:30,1595,2596,83,13602450,157
3916927,3916927,2023-07-08 10:27:31,996,9797,49,13602451,157
3916928,3916928,2023-07-08 10:27:31,429,4752,60,13602451,157
3916929,3916929,2023-07-08 10:27:32,1937,4182,49,13602452,157
3916930,3916930,2023-07-08 10:27:34,3341,7289,62,13602454,157
3916931,3916931,2023-07-08 10:27:37,4776,4379,58,13602457,157
3916932,3916932,2023-07-08 10:27:38,3212,6985,63,13602458,157
3916933,3916933,2023-07-08 10:27:38,4666,6444,81,13602458,157
3916934,3916934,2023-07-08 10:27:40,2305,1565,83,13602460,157
3916937,3916937,2023-07-08 10:27:41,4514,2092,74,13602461,157
3916935,3916935,2023-07-08 10:27:41,1818,2379,84,13602461,157
3916936,3916936,2023-07-08 10:27:41,1070,9686,16,13602461,157
3916938,3916938,2023-07-08 10:27:42,3838,4126,41,13602462,157
3916939,3916939,2023-07-08 10:27:42,968,4437,20,13602462,157
3916940,3916940,2023-07-08 10:27:44,715,3586,13,13602464,157
3916941,3916941,2023-07-08 10:27:45,4548,4329,16,13602465,157
3916942,3916942,2023-07-08 10:27:49,3438,905,87,13602469,157
3916943,3916943,2023-07-08 10:27:50,3416,1882,58,13602470,157
3916944,3916944,2023-07-08 10:27:52,1412,4893,47,13602472,157
3916945,3916945,2023-07-08 10:27:53,2142,462,63,13602473,157
3916946,3916946,2023-07-08 10:27:54,4620,866,51,13602474,157
3916947,3916947,2023-07-08 10:27:55,4924,7379,66,13602475,157
3916948,3916948,2023-07-08 10:27:56,143,7743,83,13602476,157
3916949,3916949,2023-07-08 10:27:57,4385,4834,25,13602477,157
3916950,3916950,2023-07-08 10:27:57,4024,2893,51,13602477,157
3916951,3916951,2023-07-08 10:27:58,4244,1331,20,13602478,157
3916952,3916952,2023-07-08 10:28:01,1629,2445,85,13602481,157
3916953,3916953,2023-07-08 10:28:01,2318,7635,46,13602481,157
3916954,3916954,2023-07-08 10:28:02,666,5500,30,13602482,157
3916955,3916955,2023-07-08 10:28:03,4778,2369,16,13602483,157
3916956,3916956,2023-07-08 10:28:03,591,5473,62,13602483,157
3916957,3916957,2023-07-08 10:28:03,14,6239,29,13602483,157
3916960,3916960,2023-07-08 10:28:05,1880,1836,30,13602485,157
3916959,3916959,2023-07-08 10:28:05,1265,7695,43,13602485,157
3916958,3916958,2023-07-08 10:28:05,3897,1227,70,13602485,157
3916961,3916961,2023-07-08 10:28:06,1122,6884,42,13602486,157
3916962,3916962,2023-07-08 10:28:06,1095,7357,11,13602486,157
3916963,3916963,2023-07-08 10:28:07,3960,5390,67,13602487,157
3916964,3916964,2023-07-08 10:28:07,4500,6407,46,13602487,157
3916965,3916965,2023-07-08 10:28:07,530,835,63,13602487,157
3916966,3916966,2023-07-08 10:28:07,13,851,67,13602487,157
3916967,3916967,2023-07-08 10:28:09,2092,3613,44,13602489,157
3916968,3916968,2023-07-08 10:28:09,1986,7804,100,13602489,157
3916969,3916969,2023-07-08 10:28:12,1622,8754,90,13602492,157
3916971,3916971,2023-07-08 10:28:13,1742,4798,47,13602493,157
3916972,3916972,2023-07-08 10:28:13,315,5881,83,13602493,157
3916970,3916970,2023-07-08 10:28:13,1733,7010,64,13602493,157
3916973,3916973,2023-07-08 10:28:14,4839,1712,7,13602494,157
3916974,3916974,2023-07-08 10:28:16,327,2231,70,13602496,157
3916975,3916975,2023-07-08 10:28:18,4719,8546,89,13602498,157
3916976,3916976,2023-07-08 10:28:19,3187,8248,42,13602499,157
3916977,3916977,2023-07-08 10:28:19,1861,357,52,13602499,157
3916978,3916978,2023-07-08 10:28:19,3916,3856,9,13602499,157
3916979,3916979,2023-07-08 10:28:19,339,8240,64,13602499,157
3916980,3916980,2023-07-08 10:28:20,4274,9479,52,13602500,157
3916981,3916981,2023-07-08 10:28:21,4607,860,89,13602501,157
3916983,3916983,2023-07-08 10:28:25,3334,6907,94,13602505,157
3916982,3916982,2023-07-08 10:28:25,4574,45,81,13602505,157
3916984,3916984,2023-07-08 10:28:27,4921,4262,34,13602507,157
3916985,3916985,2023-07-08 10:28:29,2361,6101,60,13602509,157
3916986,3916986,2023-07-08 10:28:30,2635,3677,56,13602510,157
3916987,3916987,2023-07-08 10:28:32,1240,4672,92,13602512,157
3916988,3916988,2023-07-08 10:28:32,1387,4444,23,13602512,157
3916989,3916989,2023-07-08 10:28:35,1125,6286,5,13602515,157
3916990,3916990,2023-07-08 10:28:37,298,5222,43,13602517,157
3916991,3916991,2023-07-08 10:28:37,622,7246,22,13602517,157
3916993,3916993,2023-07-08 10:28:39,524,6504,37,13602519,157
3916994,3916994,2023-07-08 10:28:39,1756,1681,22,13602519,157
3916992,3916992,2023-07-08 10:28:39,872,637,9,13602519,157
3916995,3916995,2023-07-08 10:28:39,2488,2235,57,13602519,157
3916997,3916997,2023-07-08 10:28:40,1879,1566,66,13602520,157
3916996,3916996,2023-07-08 10:28:40,2425,5438,10,13602520,157
3916998,3916998,2023-07-08 10:28:43,802,8639,47,13602523,157
3916999,3916999,2023-07-08 10:28:45,3492,7390,72,13602525,157
3917000,3917000,2023-07-08 10:28:46,3210,7981,87,13602526,157
3917001,3917001,2023-07-08 10:28:47,4533,1973,93,13602527,157
3917002,3917002,2023-07-08 10:28:49,4129,6633,6,13602529,157
3917003,3917003,2023-07-08 10:28:49,1708,662,82,13602529,157
3917004,3917004,2023-07-08 10:28:49,237,4945,36,13602529,157
3917005,3917005,2023-07-08 10:28:51,3442,7583,73,13602531,157
3917006,3917006,2023-07-08 10:28:51,3078,1192,76,13602531,157
3917008,3917008,2023-07-08 10:28:52,3850,4309,89,13602532,157
3917007,3917007,2023-07-08 10:28:52,3300,7184,31,13602532,157
3917009,3917009,2023-07-08 10:28:53,3377,217,14,13602533,157
3917010,3917010,2023-07-08 10:28:54,3848,8842,59,13602534,157
3917011,3917011,2023-07-08 10:28:58,4689,5412,46,13602538,157
3917012,3917012,2023-07-08 10:29:02,3661,2687,37,13602542,157
3917013,3917013,2023-07-08 10:29:05,3571,3175,58,13602545,157
3917014,3917014,2023-07-08 10:29:06,2395,7403,68,13602546,157
3917015,3917015,2023-07-08 10:29:06,334,4273,91,13602546,157
3917016,3917016,2023-07-08 10:29:06,1490,962,66,13602546,157
3917017,3917017,2023-07-08 10:29:06,4298,8424,42,13602546,157
3917018,3917018,2023-07-08 10:29:08,778,5065,30,13602548,157
3917020,3917020,2023-07-08 10:29:15,173,7548,64,13602555,157
3917019,3917019,2023-07-08 10:29:15,658,3305,48,13602555,157
3917021,3917021,2023-07-08 10:29:19,4867,9070,48,13602559,157
3917022,3917022,2023-07-08 10:29:20,2276,8410,4,13602560,157
3917023,3917023,2023-07-08 10:29:21,1927,5609,23,13602561,157
3917024,3917024,2023-07-08 10:29:22,4838,3010,52,13602562,157
3917025,3917025,2023-07-08 10:29:23,2975,5463,4,13602563,157
3917026,3917026,2023-07-08 10:29:24,3224,6833,55,13602564,157
3917027,3917027,2023-07-08 10:29:26,3636,2846,52,13602566,157
3917028,3917028,2023-07-08 10:29:28,2798,6704,35,13602568,157
3917029,3917029,2023-07-08 10:29:29,1770,3673,60,13602569,157
3917030,3917030,2023-07-08 10:29:30,3275,2177,84,13602570,157
3917032,3917032,2023-07-08 10:29:31,364,6003,51,13602571,157
3917031,3917031,2023-07-08 10:29:31,1647,5341,64,13602571,157
3917033,3917033,2023-07-08 10:29:33,4619,586,79,13602573,157
3917034,3917034,2023-07-08 10:29:34,4198,4166,20,13602574,157
3917035,3917035,2023-07-08 10:29:36,2111,5505,38,13602576,157
3917036,3917036,2023-07-08 10:29:36,4418,6945,10,13602576,157
3917037,3917037,2023-07-08 10:29:38,1826,8615,76,13602578,157
3917038,3917038,2023-07-08 10:29:38,4086,3016,17,13602578,157
3917039,3917039,2023-07-08 10:29:39,4827,3054,40,13602579,157
3917040,3917040,2023-07-08 10:29:39,543,5287,60,13602579,157
3917041,3917041,2023-07-08 10:29:39,902,5624,92,13602579,157
3917042,3917042,2023-07-08 10:29:40,2175,9140,81,13602580,157
3917046,3917046,2023-07-08 10:29:42,4581,1057,85,13602582,157
3917045,3917045,2023-07-08 10:29:42,85,1789,10,13602582,157
3917044,3917044,2023-07-08 10:29:42,1929,719,40,13602582,157
3917043,3917043,2023-07-08 10:29:42,3277,2618,66,13602582,157
3917047,3917047,2023-07-08 10:29:44,4602,308,76,13602584,157
3917048,3917048,2023-07-08 10:29:44,874,6742,94,13602584,157
3917049,3917049,2023-07-08 10:29:45,1985,2442,62,13602585,157
3917050,3917050,2023-07-08 10:29:49,3726,2963,6,13602589,157
3917051,3917051,2023-07-08 10:29:51,666,7256,31,13602591,157
3917052,3917052,2023-07-08 10:29:51,2120,1004,78,13602591,157
3917053,3917053,2023-07-08 10:29:53,2720,9844,13,13602593,157
3917054,3917054,2023-07-08 10:29:53,3500,3777,61,13602593,157
3917055,3917055,2023-07-08 10:29:55,4622,4118,13,13602595,157
3917057,3917057,2023-07-08 10:29:56,3430,2046,86,13602596,157
3917056,3917056,2023-07-08 10:29:56,3588,3544,12,13602596,157
3917058,3917058,2023-07-08 10:29:58,4225,7880,24,13602598,157
3917059,3917059,2023-07-08 10:29:58,2090,1240,14,13602598,157
3917060,3917060,2023-07-08 10:29:59,1702,828,80,13602599,157
3917061,3917061,2023-07-08 10:30:05,3802,189,55,13602605,157
3917062,3917062,2023-07-08 10:30:07,918,1460,81,13602607,157
3917063,3917063,2023-07-08 10:30:08,4801,3933,84,13602608,157
3917064,3917064,2023-07-08 10:30:09,2562,2916,41,13602609,157
3917065,3917065,2023-07-08 10:30:10,2602,3297,44,13602610,157
3917066,3917066,2023-07-08 10:30:10,2976,6469,26,13602610,157
3917067,3917067,2023-07-08 10:30:11,3078,1178,78,13602611,157
3917069,3917069,2023-07-08 10:30:13,742,2950,71,13602613,157
3917068,3917068,2023-07-08 10:30:13,1310,4904,92,13602613,157
3917070,3917070,2023-07-08 10:30:15,4027,9350,74,13602615,157
3917071,3917071,2023-07-08 10:30:19,1300,3836,55,13602619,157
3917072,3917072,2023-07-08 10:30:21,278,7270,65,13602621,157
3917073,3917073,2023-07-08 10:30:24,3870,9728,52,13602624,157
3917074,3917074,2023-07-08 10:30:26,238,4806,57,13602626,157
3917075,3917075,2023-07-08 10:30:26,92,5556,41,13602626,157
3917076,3917076,2023-07-08 10:30:27,3224,4212,52,13602627,157
3917077,3917077,2023-07-08 10:30:27,4541,202,89,13602627,157
3917078,3917078,2023-07-08 10:30:30,1952,646,12,13602630,157
3917081,3917081,2023-07-08 10:30:33,362,2527,76,13602633,157
3917080,3917080,2023-07-08 10:30:33,3775,836,49,13602633,157
3917079,3917079,2023-07-08 10:30:33,3138,3848,51,13602633,157
3917082,3917082,2023-07-08 10:30:34,46,7946,27,13602634,157
3917083,3917083,2023-07-08 10:30:36,2516,184,16,13602636,157
3917084,3917084,2023-07-08 10:30:36,1174,1528,19,13602636,157
3917085,3917085,2023-07-08 10:30:36,4175,6250,22,13602636,157
3917086,3917086,2023-07-08 10:30:37,3823,6993,79,13602637,157
3917087,3917087,2023-07-08 10:30:39,1596,6490,89,13602639,157
3917088,3917088,2023-07-08 10:30:39,1216,9344,66,13602639,157
3917089,3917089,2023-07-08 10:30:43,2778,7575,83,13602643,157
3917090,3917090,2023-07-08 10:30:44,1831,2724,71,13602644,157
3917091,3917091,2023-07-08 10:30:45,1438,16,46,13602645,157
3917093,3917093,2023-07-08 10:30:46,1805,7419,38,13602646,157
3917092,3917092,2023-07-08 10:30:46,1222,8217,42,13602646,157
3917095,3917095,2023-07-08 10:30:50,2739,7938,74,13602650,157
3917094,3917094,2023-07-08 10:30:50,4144,4367,66,13602650,157
3917096,3917096,2023-07-08 10:30:51,1962,5572,26,13602651,157
3917097,3917097,2023-07-08 10:30:54,2943,4749,52,13602654,157
3917098,3917098,2023-07-08 10:30:55,4198,5302,23,13602655,157
3917099,3917099,2023-07-08 10:30:55,607,8760,39,13602655,157
3917100,3917100,2023-07-08 10:30:56,2028,5659,44,13602656,157
3917101,3917101,2023-07-08 10:30:56,4483,9964,75,13602656,157
3917102,3917102,2023-07-08 10:30:58,808,2924,69,13602658,157
3917103,3917103,2023-07-08 10:30:59,3470,5972,81,13602659,157
3917104,3917104,2023-07-08 10:31:01,3364,9980,19,13602661,157
3917105,3917105,2023-07-08 10:31:02,3603,5501,17,13602662,157
3917106,3917106,2023-07-08 10:31:03,4043,9499,46,13602663,157
3917107,3917107,2023-07-08 10:31:05,1532,4080,88,13602665,157
3917108,3917108,2023-07-08 10:31:05,3120,1417,62,13602665,157
3917109,3917109,2023-07-08 10:31:06,738,7370,72,13602666,157
3917110,3917110,2023-07-08 10:31:07,3129,9677,27,13602667,157
3917111,3917111,2023-07-08 10:31:07,1115,4728,46,13602667,157
3917112,3917112,2023-07-08 10:31:07,4860,8557,60,13602667,157
3917113,3917113,2023-07-08 10:31:08,1210,4443,54,13602668,157
3917114,3917114,2023-07-08 10:31:08,810,9071,73,13602668,157
3917115,3917115,2023-07-08 10:31:10,831,1228,65,13602670,157
3917116,3917116,2023-07-08 10:31:10,2162,3933,67,13602670,157
3917117,3917117,2023-07-08 10:31:11,2120,4686,80,13602671,157
3917118,3917118,2023-07-08 10:31:12,1924,8373,60,13602672,157
3917119,3917119,2023-07-08 10:31:17,3311,2725,79,13602677,157
3917120,3917120,2023-07-08 10:31:22,2388,3465,63,13602682,157
3917121,3917121,2023-07-08 10:31:22,1966,3000,63,13602682,157
3917122,3917122,2023-07-08 10:31:23,1611,7307,82,13602683,157
3917123,3917123,2023-07-08 10:31:25,1767,7805,58,13602685,157
3917124,3917124,2023-07-08 10:31:25,1142,4675,43,13602685,157
3917125,3917125,2023-07-08 10:31:26,4886,5844,89,13602686,157
3917126,3917126,2023-07-08 10:31:28,205,8627,89,13602688,157
3917127,3917127,2023-07-08 10:31:29,3042,9794,27,13602689,157
3917128,3917128,2023-07-08 10:31:30,4890,8068,54,13602690,157
3917129,3917129,2023-07-08 10:31:30,167,4355,69,13602690,157
3917130,3917130,2023-07-08 10:31:31,3968,8979,30,13602691,157
3917131,3917131,2023-07-08 10:31:34,370,4458,77,13602694,157
3917132,3917132,2023-07-08 10:31:37,2895,9936,95,13602697,157
3917133,3917133,2023-07-08 10:31:37,1092,897,80,13602697,157
3917134,3917134,2023-07-08 10:31:38,2775,7941,52,13602698,157
3917135,3917135,2023-07-08 10:31:40,1955,4340,7,13602700,157
3917136,3917136,2023-07-08 10:31:41,4958,2265,79,13602701,157
3917137,3917137,2023-07-08 10:31:42,972,7155,67,13602702,157
3917138,3917138,2023-07-08 10:31:43,668,6392,70,13602703,157
3917139,3917139,2023-07-08 10:31:44,3934,9358,16,13602704,157
3917140,3917140,2023-07-08 10:31:46,1454,5779,24,13602706,157
3917141,3917141,2023-07-08 10:31:46,1421,6793,60,13602706,157
3917143,3917143,2023-07-08 10:31:48,2901,754,12,13602708,157
3917142,3917142,2023-07-08 10:31:48,3617,5421,59,13602708,157
3917144,3917144,2023-07-08 10:31:49,1710,3971,46,13602709,157
3917145,3917145,2023-07-08 10:31:52,2793,9251,2,13602712,157
3917146,3917146,2023-07-08 10:31:52,3809,7225,40,13602712,157
3917147,3917147,2023-07-08 10:31:52,1511,1911,26,13602712,157
3917148,3917148,2023-07-08 10:31:53,587,4916,71,13602713,157
3917149,3917149,2023-07-08 10:31:54,3097,4318,73,13602714,157
3917150,3917150,2023-07-08 10:31:55,1607,5888,49,13602715,157
3917151,3917151,2023-07-08 10:31:55,2005,2071,68,13602715,157
3917152,3917152,2023-07-08 10:31:56,3386,3013,37,13602716,157
3917154,3917154,2023-07-08 10:31:58,3991,9117,43,13602718,157
3917153,3917153,2023-07-08 10:31:58,4412,7879,92,13602718,157
3917155,3917155,2023-07-08 10:31:59,894,8488,25,13602719,157
3917156,3917156,2023-07-08 10:31:59,4321,8570,5,13602719,157
3917157,3917157,2023-07-08 10:31:59,4702,7872,64,13602719,157
3917158,3917158,2023-07-08 10:31:59,810,9588,71,13602719,157
3917159,3917159,2023-07-08 10:32:01,1134,3914,6,13602721,157
3917160,3917160,2023-07-08 10:32:02,1852,3325,47,13602722,157
3917161,3917161,2023-07-08 10:32:03,2956,6547,53,13602723,157
3917162,3917162,2023-07-08 10:32:03,894,2518,27,13602723,157
3917163,3917163,2023-07-08 10:32:04,1989,637,6,13602724,157
3917164,3917164,2023-07-08 10:32:05,921,8020,37,13602725,157
3917165,3917165,2023-07-08 10:32:09,643,734,62,13602729,157
3917166,3917166,2023-07-08 10:32:10,1248,1524,32,13602730,157
3917167,3917167,2023-07-08 10:32:11,521,2195,41,13602731,157
3917168,3917168,2023-07-08 10:32:11,407,8355,46,13602731,157
3917169,3917169,2023-07-08 10:32:13,1465,6515,91,13602733,157
3917170,3917170,2023-07-08 10:32:14,3294,1669,35,13602734,157
3917171,3917171,2023-07-08 10:32:15,459,6779,66,13602735,157
3917172,3917172,2023-07-08 10:32:17,4249,3312,67,13602737,157
3917173,3917173,2023-07-08 10:32:18,979,3785,57,13602738,157
3917174,3917174,2023-07-08 10:32:19,4169,6917,95,13602739,157
3917176,3917176,2023-07-08 10:32:20,3630,1149,71,13602740,157
3917177,3917177,2023-07-08 10:32:20,517,8065,50,13602740,157
3917175,3917175,2023-07-08 10:32:20,4260,9700,30,13602740,157
3917178,3917178,2023-07-08 10:32:22,2062,9016,94,13602742,157
3917179,3917179,2023-07-08 10:32:24,3869,2122,30,13602744,157
3917180,3917180,2023-07-08 10:32:24,184,1257,11,13602744,157
3917181,3917181,2023-07-08 10:32:25,4043,7358,47,13602745,157
3917182,3917182,2023-07-08 10:32:26,4678,6753,75,13602746,157
3917183,3917183,2023-07-08 10:32:27,2360,8801,91,13602747,157
3917184,3917184,2023-07-08 10:32:27,4068,3888,46,13602747,157
3917185,3917185,2023-07-08 10:32:27,2389,7544,50,13602747,157
3917186,3917186,2023-07-08 10:32:30,2203,2380,38,13602750,157
3917187,3917187,2023-07-08 10:32:32,2650,5216,38,13602752,157
3917188,3917188,2023-07-08 10:32:34,434,8541,40,13602754,157
3917189,3917189,2023-07-08 10:32:35,2908,1940,69,13602755,157
3917190,3917190,2023-07-08 10:32:36,1227,3753,54,13602756,157
3917192,3917192,2023-07-08 10:32:37,981,5069,92,13602757,157
3917191,3917191,2023-07-08 10:32:37,1309,9804,49,13602757,157
3917193,3917193,2023-07-08 10:32:38,4669,7868,66,13602758,157
3917194,3917194,2023-07-08 10:32:39,588,2328,95,13602759,157
3917195,3917195,2023-07-08 10:32:39,227,5996,45,13602759,157
3917196,3917196,2023-07-08 10:32:40,2841,9752,91,13602760,157
3917197,3917197,2023-07-08 10:32:41,2068,8864,19,13602761,157
3917198,3917198,2023-07-08 10:32:42,4601,5020,37,13602762,157
3917199,3917199,2023-07-08 10:32:45,833,6462,46,13602765,157
3917200,3917200,2023-07-08 10:32:45,2866,1122,37,13602765,157
3917201,3917201,2023-07-08 10:32:46,1560,4784,38,13602766,157
3917202,3917202,2023-07-08 10:32:50,588,3739,97,13602770,157
3917203,3917203,2023-07-08 10:32:51,4107,1293,18,13602771,157
3917204,3917204,2023-07-08 10:32:53,2977,888,90,13602773,157
3917205,3917205,2023-07-08 10:32:53,3057,7728,92,13602773,157
3917206,3917206,2023-07-08 10:32:53,800,2453,92,13602773,157
3917207,3917207,2023-07-08 10:32:54,1015,5255,78,13602774,157
3917208,3917208,2023-07-08 10:32:55,776,1134,47,13602775,157
3917209,3917209,2023-07-08 10:32:57,3290,5191,75,13602777,157
3917210,3917210,2023-07-08 10:32:58,3872,9232,6,13602778,157
3917211,3917211,2023-07-08 10:32:58,840,838,93,13602778,157
3917212,3917212,2023-07-08 10:33:00,668,1445,71,13602780,157
3917213,3917213,2023-07-08 10:33:01,1728,4673,30,13602781,157
3917214,3917214,2023-07-08 10:33:03,2465,5507,25,13602783,157
3917216,3917216,2023-07-08 10:33:05,4547,2349,23,13602785,157
3917215,3917215,2023-07-08 10:33:05,4695,6770,15,13602785,157
3917217,3917217,2023-07-08 10:33:06,3560,1915,97,13602786,157
3917218,3917218,2023-07-08 10:33:07,2737,8326,70,13602787,157
3917219,3917219,2023-07-08 10:33:07,3191,2751,20,13602787,157
3917220,3917220,2023-07-08 10:33:08,4743,1100,11,13602788,157
3917221,3917221,2023-07-08 10:33:08,1682,126,19,13602788,157
3917222,3917222,2023-07-08 10:33:09,136,5399,4,13602789,157
3917223,3917223,2023-07-08 10:33:09,3832,4335,94,13602789,157
3917224,3917224,2023-07-08 10:33:09,3884,7357,96,13602789,157
3917225,3917225,2023-07-08 10:33:09,1653,2797,77,13602789,157
3917226,3917226,2023-07-08 10:33:15,1793,145,6,13602795,157
3917227,3917227,2023-07-08 10:33:15,1805,6431,39,13602795,157
3917228,3917228,2023-07-08 10:33:16,3836,2482,93,13602796,157
3917229,3917229,2023-07-08 10:33:17,1296,6909,79,13602797,157
3917230,3917230,2023-07-08 10:33:17,4297,2044,81,13602797,157
3917231,3917231,2023-07-08 10:33:19,2692,8387,48,13602799,157
3917232,3917232,2023-07-08 10:33:20,1424,4577,88,13602800,157
3917233,3917233,2023-07-08 10:33:21,927,5425,85,13602801,157
3917234,3917234,2023-07-08 10:33:22,2468,9294,12,13602802,157
3917235,3917235,2023-07-08 10:33:23,1770,3154,60,13602803,157
3917236,3917236,2023-07-08 10:33:25,2913,1208,28,13602805,157
3917237,3917237,2023-07-08 10:33:25,2774,1663,6,13602805,157
3917239,3917239,2023-07-08 10:33:26,4431,3594,95,13602806,157
3917238,3917238,2023-07-08 10:33:26,3529,3129,36,13602806,157
3917241,3917241,2023-07-08 10:33:27,2699,1863,8,13602807,157
3917240,3917240,2023-07-08 10:33:27,2197,8203,53,13602807,157
3917242,3917242,2023-07-08 10:33:28,3825,7885,96,13602808,157
3917243,3917243,2023-07-08 10:33:28,1579,5062,30,13602808,157
3917244,3917244,2023-07-08 10:33:32,3777,5538,96,13602812,157
3917245,3917245,2023-07-08 10:33:32,3138,1326,51,13602812,157
3917246,3917246,2023-07-08 10:33:32,4898,1669,39,13602812,157
3917247,3917247,2023-07-08 10:33:33,1258,7827,69,13602813,157
3917248,3917248,2023-07-08 10:33:34,3336,9402,55,13602814,157
3917249,3917249,2023-07-08 10:33:35,3313,9227,53,13602815,157
3917250,3917250,2023-07-08 10:33:35,2026,7905,56,13602815,157
3917252,3917252,2023-07-08 10:33:40,4814,2536,93,13602820,157
3917251,3917251,2023-07-08 10:33:40,188,8380,88,13602820,157
3917253,3917253,2023-07-08 10:33:42,1220,9710,75,13602822,157
3917254,3917254,2023-07-08 10:33:43,1300,5140,57,13602823,157
3917255,3917255,2023-07-08 10:33:43,4546,1538,72,13602823,157
3917256,3917256,2023-07-08 10:33:43,4978,9527,26,13602823,157
3917257,3917257,2023-07-08 10:33:44,1608,6027,21,13602824,157
3917258,3917258,2023-07-08 10:33:45,140,3952,59,13602825,157
3917259,3917259,2023-07-08 10:33:46,4292,610,31,13602826,157
3917260,3917260,2023-07-08 10:33:46,2245,9312,71,13602826,157
3917261,3917261,2023-07-08 10:33:47,2153,9468,73,13602827,157
3917262,3917262,2023-07-08 10:33:48,308,2958,86,13602828,157
3917264,3917264,2023-07-08 10:33:49,697,2723,74,13602829,157
3917263,3917263,2023-07-08 10:33:49,2102,4444,24,13602829,157
3917265,3917265,2023-07-08 10:33:52,4109,9698,37,13602832,157
3917266,3917266,2023-07-08 10:33:52,278,4343,64,13602832,157
3917267,3917267,2023-07-08 10:33:54,946,1914,96,13602834,157
3917268,3917268,2023-07-08 10:33:54,3742,535,90,13602834,157
3917269,3917269,2023-07-08 10:33:55,4931,6181,70,13602835,157
3917270,3917270,2023-07-08 10:33:55,1214,5741,34,13602835,157
3917271,3917271,2023-07-08 10:33:57,1629,479,84,13602837,157
3917272,3917272,2023-07-08 10:33:58,487,2599,16,13602838,157
3917273,3917273,2023-07-08 10:33:59,2539,9268,58,13602839,157
3917274,3917274,2023-07-08 10:34:00,2609,1177,51,13602840,157
3917275,3917275,2023-07-08 10:34:01,4832,8369,5,13602841,157
3917276,3917276,2023-07-08 10:34:02,3036,9307,75,13602842,157
3917277,3917277,2023-07-08 10:34:04,995,2267,98,13602844,157
3917278,3917278,2023-07-08 10:34:04,3300,5893,29,13602844,157
3917279,3917279,2023-07-08 10:34:06,3842,9397,58,13602846,157
3917280,3917280,2023-07-08 10:34:06,2091,246,76,13602846,157
3917281,3917281,2023-07-08 10:34:06,4289,322,84,13602846,157
3917282,3917282,2023-07-08 10:34:06,2241,6705,63,13602846,157
3917283,3917283,2023-07-08 10:34:07,826,794,36,13602847,157
3917284,3917284,2023-07-08 10:34:07,2945,6243,49,13602847,157
3917285,3917285,2023-07-08 10:34:07,681,2947,99,13602847,157
3917286,3917286,2023-07-08 10:34:09,3460,3184,27,13602849,157
3917287,3917287,2023-07-08 10:34:09,4040,72,45,13602849,157
3917288,3917288,2023-07-08 10:34:12,2121,4346,65,13602852,157
